id,created_at,updated_at,campaign_id_amazon,brand_campaign_id,profile_id,sponsoring_type,targeting_type,serving_status,last_updated_date_on_amazon,campaign_name,state,placement_tos_mult,placement_pp_mult,bidding_strategy,daily_budget,premium_bid_adjustment,managed,target_acos,campaign_purpose,manual_type
31586,2022-07-31 00:12:00.752636+00:00,2023-02-06 07:38:57.905979+00:00,235435332758553,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1659190440512,T40MBSRIA-SP-Exact-Scale-Single-3-B0B7QLFTXC-Paperback,enabled,0,0,manual,50.00,False,True,0.00,Exact-Scale,
31601,2022-07-31 00:12:00.782773+00:00,2023-02-06 07:38:57.970576+00:00,47841972323386,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1659189522365,T40MBWFITW-SP-Exact-Scale-Single-2-B0B7QC7X2T-Paperback,enabled,0,0,manual,50.00,False,True,0.00,Exact-Scale,
58984,2022-11-23 00:23:37.838321+00:00,2023-02-06 07:38:58.131668+00:00,49740650246548,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671499213068,NTNLTS-SP-Exact-Scale-Single-7-B0BL52NN8M-Paperback,enabled,100,0,manual,20.00,True,True,0.00,Exact-Scale,
56124,2022-11-21 09:02:29.943428+00:00,2023-02-06 07:38:58.177490+00:00,84132121509346,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1669021351114,PFABTAG-SP-Exact-Scale-Single-9-B0B9WCT28G-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
56143,2022-11-21 09:03:16.219658+00:00,2023-02-06 07:38:58.220749+00:00,147767117456327,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1669021397392,PFABTAG-SP-Exact-Scale-Single-28-B0B9WCT28G-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85366,2023-01-16 21:08:54.475000+00:00,2023-02-06 07:38:59.546681+00:00,125937829604635,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903334343,T4CPITW-SP-Broad-Research-Single-6-B0BRZ2WMLS-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
85167,2023-01-16 21:00:04.313101+00:00,2023-02-06 07:38:59.856801+00:00,136180879331709,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673902804182,NTNLTS-SP-Broad-Research-Single-17-B0BL52NN8M-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
56137,2022-11-21 09:03:00.977937+00:00,2023-02-06 07:38:58.343289+00:00,109988910212819,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1669021382053,PFABTAG-SP-Exact-Scale-Single-22-B0B9WCT28G-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
58990,2022-11-23 00:23:51.567177+00:00,2023-02-06 07:38:58.346614+00:00,205248292616843,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671499213070,NTNLTS-SP-Exact-Scale-Single-13-B0BL52NN8M-Paperback,enabled,100,0,manual,20.00,True,True,0.00,Exact-Scale,
56134,2022-11-21 09:02:53.865032+00:00,2023-02-06 07:38:58.359933+00:00,126387583901267,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1669021375050,PFABTAG-SP-Exact-Scale-Single-19-B0B9WCT28G-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
56128,2022-11-21 09:02:39.273560+00:00,2023-02-06 07:38:58.396116+00:00,269005316786283,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1669021360447,PFABTAG-SP-Exact-Scale-Single-13-B0B9WCT28G-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
58997,2022-11-23 00:24:07.868505+00:00,2023-02-06 07:38:58.410412+00:00,415793107121,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671499213067,NTNLTS-SP-Exact-Scale-Single-20-B0BL52NN8M-Paperback,enabled,100,0,manual,20.00,True,True,0.00,Exact-Scale,
63412,2022-12-03 10:43:38.351410+00:00,2023-02-06 07:38:58.544253+00:00,102845390055258,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1670064218221,NTNLTS-SP-Broad-Research-Single-11-B0BL52NN8M-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
69756,2022-12-17 19:40:41.270725+00:00,2023-02-06 07:38:58.610372+00:00,114460165263303,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671306041127,T4MBPITB-SP-Exact-Scale-Single-6-B0BPQ7Z14W-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
69752,2022-12-17 19:40:37.361762+00:00,2023-02-06 07:38:58.614009+00:00,16414540941045,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673444630519,T4MBPITB-SP-Exact-Scale-Single-2-B0BPQ7Z14W-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
69881,2022-12-17 20:57:33.245500+00:00,2023-02-06 07:38:58.620976+00:00,87349137255734,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671310653112,T4CDIC-SP-Exact-Scale-Single-8-B0BQ5CBB34-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
69771,2022-12-17 19:41:15.862233+00:00,2023-02-06 07:38:58.634087+00:00,132665867144774,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671306075734,T4MBPITB-SP-Broad-Research-Single-6-B0BPQ7Z14W-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
69795,2022-12-17 19:43:07.601539+00:00,2023-02-06 07:38:58.685548+00:00,214232583789184,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1675182030952,T4MBPITB-SP-Broad-Research-Single-6-B0BPR4Z57X-Paperback,enabled,0,10,legacyForSales,20.00,False,True,0.00,Broad-Research,
69804,2022-12-17 20:52:08.078456+00:00,2023-02-06 07:38:58.751327+00:00,99209985019873,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671310327946,T4MATITW-SP-Exact-Scale-Single-3-B0BPVYN31W-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
69852,2022-12-17 20:55:41.285823+00:00,2023-02-06 07:38:58.801235+00:00,192502874053462,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671310541158,T4CCIC-SP-Exact-Scale-Single-3-B0BQ5CCQCK-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
69882,2022-12-17 20:57:34.176195+00:00,2023-02-06 07:38:58.815088+00:00,190834203486857,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671310654041,T4CDIC-SP-Exact-Scale-Single-9-B0BQ5CBB34-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
69889,2022-12-17 20:57:58.494388+00:00,2023-02-06 07:38:58.830806+00:00,39673657246106,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671310678363,T4CDIC-SP-Broad-Research-Single-1-B0BQ5CBB34-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
69831,2022-12-17 20:53:55.300442+00:00,2023-02-06 07:38:58.861366+00:00,257036344862295,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671310435172,T4MBCBITW-SP-Exact-Scale-Single-6-B0BQ5243N4-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85408,2023-01-16 21:10:46.571321+00:00,2023-02-06 07:38:59.757188+00:00,112775484728188,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903446442,T4MAFITW-SP-Broad-Research-Single-8-B0BRYY2123-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
69807,2022-12-17 20:52:11.178682+00:00,2023-02-06 07:38:58.896666+00:00,260772154533624,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671310331050,T4MATITW-SP-Exact-Scale-Single-6-B0BPVYN31W-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
69827,2022-12-17 20:53:50.986075+00:00,2023-02-06 07:38:58.904251+00:00,188707357261306,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671310430858,T4MBCBITW-SP-Exact-Scale-Single-2-B0BQ5243N4-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85347,2023-01-16 21:08:20.770339+00:00,2023-02-06 07:38:59.769174+00:00,122208461159929,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903300635,T4CPITW-SP-Exact-Scale-Single-13-B0BRZ2WMLS-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
69893,2022-12-17 20:58:02.435752+00:00,2023-02-06 07:38:58.928100+00:00,242656789067095,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671310682304,T4CDIC-SP-Broad-Research-Single-5-B0BQ5CBB34-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
69868,2022-12-17 20:56:14.529289+00:00,2023-02-06 07:38:58.945317+00:00,82932302269135,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671310574344,T4CCIC-SP-Broad-Research-Single-4-B0BQ5CCQCK-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
69865,2022-12-17 20:56:11.221869+00:00,2023-02-06 07:38:58.988605+00:00,182135770849581,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1674667148834,T4CCIC-SP-Broad-Research-Single-1-B0BQ5CCQCK-Paperback,enabled,50,3,legacyForSales,20.00,True,True,0.00,Broad-Research,
69759,2022-12-17 19:40:44.459618+00:00,2023-02-06 07:38:59.047624+00:00,85269250075925,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671306044325,T4MBPITB-SP-Exact-Scale-Single-9-B0BPQ7Z14W-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
69818,2022-12-17 20:52:38.158382+00:00,2023-02-06 07:38:59.110934+00:00,58135589703474,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1674309955375,T4MATITW-SP-Broad-Research-Single-2-B0BPVYN31W-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
69877,2022-12-17 20:57:29.040872+00:00,2023-02-06 07:38:59.118860+00:00,264978747105627,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671310648906,T4CDIC-SP-Exact-Scale-Single-4-B0BQ5CBB34-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
69837,2022-12-17 20:54:02.170178+00:00,2023-02-06 07:38:59.180172+00:00,209811304887306,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671310442040,T4MBCBITW-SP-Exact-Scale-Single-12-B0BQ5243N4-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
69782,2022-12-17 19:42:36.210481+00:00,2023-02-06 07:38:59.206133+00:00,64520507199806,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671306156081,T4MBPITB-SP-Exact-Scale-Single-8-B0BPR4Z57X-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
69853,2022-12-17 20:55:42.258524+00:00,2023-02-06 07:38:59.216377+00:00,222280887942579,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671310542112,T4CCIC-SP-Exact-Scale-Single-4-B0BQ5CCQCK-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85442,2023-01-16 21:12:30.748324+00:00,2023-02-06 07:38:59.322831+00:00,247454218485080,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903550594,T4CBITW-SP-Broad-Research-Single-2-B0BRZ7H917-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
85176,2023-01-16 21:00:41.743046+00:00,2023-02-06 07:38:59.360254+00:00,70395214754358,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673902841609,T4MBCITW-SP-Exact-Scale-Single-2-B0BRYZNQLX-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85233,2023-01-16 21:02:49.604061+00:00,2023-02-06 07:38:59.382602+00:00,266604669168697,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673902969466,T4MBTFITW-SP-Exact-Scale-Single-19-B0BRZ4J8RK-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85324,2023-01-16 21:07:01.356449+00:00,2023-02-06 07:38:59.389913+00:00,61876601343965,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903221215,T4MBSITW-SP-Broad-Research-Single-4-B0BS1FNS6H-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
85329,2023-01-16 21:07:07.043659+00:00,2023-02-06 07:38:59.393865+00:00,237986320399729,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903226908,T4MBSITW-SP-Broad-Research-Single-9-B0BS1FNS6H-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
85361,2023-01-16 21:08:49.438382+00:00,2023-02-06 07:38:59.402468+00:00,69317426274029,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1674924593089,T4CPITW-SP-Broad-Research-Single-1-B0BRZ2WMLS-Paperback,enabled,50,10,legacyForSales,20.00,True,True,0.00,Broad-Research,
85336,2023-01-16 21:08:09.669020+00:00,2023-02-06 07:38:59.474691+00:00,168279520250917,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903289533,T4CPITW-SP-Exact-Scale-Single-2-B0BRZ2WMLS-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85443,2023-01-16 21:12:31.769352+00:00,2023-02-06 07:38:59.521594+00:00,121637376434350,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903551632,T4CBITW-SP-Broad-Research-Single-3-B0BRZ7H917-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
85270,2023-01-16 21:04:37.586469+00:00,2023-02-06 07:39:00.121352+00:00,136511267973483,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903077456,T4CCAITW-SP-Exact-Scale-Single-16-B0BRZ2WQ2Y-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85178,2023-01-16 21:00:43.819727+00:00,2023-02-06 07:38:59.640064+00:00,255019450741320,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673902843678,T4MBCITW-SP-Exact-Scale-Single-4-B0BRYZNQLX-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85342,2023-01-16 21:08:15.790151+00:00,2023-02-06 07:38:59.663570+00:00,72017726660817,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903295655,T4CPITW-SP-Exact-Scale-Single-8-B0BRZ2WMLS-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85187,2023-01-16 21:00:53.456840+00:00,2023-02-06 07:38:59.702254+00:00,60984627022070,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673902853320,T4MBCITW-SP-Exact-Scale-Single-13-B0BRYZNQLX-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85208,2023-01-16 21:01:28.733852+00:00,2023-02-06 07:38:59.712649+00:00,328928532244,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673902888599,T4MBCITW-SP-Broad-Research-Single-8-B0BRYZNQLX-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
85297,2023-01-16 21:06:18.850970+00:00,2023-02-06 07:38:59.816742+00:00,78867484385285,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903178708,T4MBSITW-SP-Exact-Scale-Single-3-B0BS1FNS6H-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85432,2023-01-16 21:12:06.509701+00:00,2023-02-06 07:38:59.825653+00:00,172586213304312,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903526378,T4CBITW-SP-Exact-Scale-Single-18-B0BRZ7H917-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85349,2023-01-16 21:08:22.810393+00:00,2023-02-06 07:38:59.873417+00:00,100513623245347,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903302677,T4CPITW-SP-Exact-Scale-Single-15-B0BRZ2WMLS-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85188,2023-01-16 21:00:54.388863+00:00,2023-02-06 07:38:59.932579+00:00,240827441547602,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673902854257,T4MBCITW-SP-Exact-Scale-Single-14-B0BRYZNQLX-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85241,2023-01-16 21:03:11.371297+00:00,2023-02-06 07:38:59.935068+00:00,213332869334709,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673902991242,T4MBTFITW-SP-Broad-Research-Single-1-B0BRZ4J8RK-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
85295,2023-01-16 21:06:15.926792+00:00,2023-02-06 07:38:59.969041+00:00,25930104842651,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1674834273577,T4MBSITW-SP-Exact-Scale-Single-1-B0BS1FNS6H-Paperback,enabled,50,10,manual,20.00,True,True,0.00,Exact-Scale,
85189,2023-01-16 21:00:55.414299+00:00,2023-02-06 07:39:00.006215+00:00,34237976501593,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673902855284,T4MBCITW-SP-Exact-Scale-Single-15-B0BRYZNQLX-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85278,2023-01-16 21:04:48.280809+00:00,2023-02-06 07:39:00.011863+00:00,47530553203681,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903088143,T4CCAITW-SP-Exact-Scale-Single-24-B0BRZ2WQ2Y-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85180,2023-01-16 21:00:46.029992+00:00,2023-02-06 07:39:00.028356+00:00,21587837989900,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673902845895,T4MBCITW-SP-Exact-Scale-Single-6-B0BRYZNQLX-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85428,2023-01-16 21:12:02.137210+00:00,2023-02-06 07:39:00.089463+00:00,171499620290136,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903521912,T4CBITW-SP-Exact-Scale-Single-14-B0BRZ7H917-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85286,2023-01-16 21:05:10.708781+00:00,2023-02-06 07:39:00.095004+00:00,147581332075723,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903110575,T4CCAITW-SP-Broad-Research-Single-6-B0BRZ2WQ2Y-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
85358,2023-01-16 21:08:32.468170+00:00,2023-02-06 07:39:00.126463+00:00,273660805481002,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903312338,T4CPITW-SP-Exact-Scale-Single-24-B0BRZ2WMLS-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85385,2023-01-16 21:10:09.192449+00:00,2023-02-06 07:39:00.128911+00:00,246715467471625,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903409055,T4MAFITW-SP-Exact-Scale-Single-11-B0BRYY2123-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85314,2023-01-16 21:06:37.312214+00:00,2023-02-06 07:39:00.179904+00:00,35820360110819,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903197097,T4MBSITW-SP-Exact-Scale-Single-20-B0BS1FNS6H-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85323,2023-01-16 21:07:00.334858+00:00,2023-02-06 07:39:00.182655+00:00,184903163407931,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903220206,T4MBSITW-SP-Broad-Research-Single-3-B0BS1FNS6H-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
85175,2023-01-16 21:00:40.465500+00:00,2023-02-06 07:39:00.185237+00:00,232222146666130,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673902840337,T4MBCITW-SP-Exact-Scale-Single-1-B0BRYZNQLX-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85205,2023-01-16 21:01:25.697510+00:00,2023-02-06 07:39:00.187891+00:00,247626468197672,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673902885555,T4MBCITW-SP-Broad-Research-Single-5-B0BRYZNQLX-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
85215,2023-01-16 21:02:30.501902+00:00,2023-02-06 07:39:00.190268+00:00,199848609240344,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673902950364,T4MBTFITW-SP-Exact-Scale-Single-1-B0BRZ4J8RK-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
69809,2022-12-17 20:52:13.534050+00:00,2023-02-06 07:38:58.554880+00:00,78736246309424,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671310333402,T4MATITW-SP-Exact-Scale-Single-8-B0BPVYN31W-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85438,2023-01-16 21:12:12.659542+00:00,2023-02-06 07:39:00.195244+00:00,274768466961916,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903532526,T4CBITW-SP-Exact-Scale-Single-24-B0BRZ7H917-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85302,2023-01-16 21:06:24.181694+00:00,2023-02-06 07:39:00.205755+00:00,162861294412420,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903183824,T4MBSITW-SP-Exact-Scale-Single-8-B0BS1FNS6H-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85274,2023-01-16 21:04:41.758480+00:00,2023-02-06 07:39:00.215899+00:00,80833270431936,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903081630,T4CCAITW-SP-Exact-Scale-Single-20-B0BRZ2WQ2Y-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
58975,2022-11-23 00:23:00.192972+00:00,2023-02-06 07:38:58.128058+00:00,98926693594475,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1672758512154,NTNLTS-SP-Broad-Research-Single-6-B0BL52NN8M-Paperback,enabled,50,10,legacyForSales,20.00,True,True,0.00,Broad-Research,
85228,2023-01-16 21:02:44.279317+00:00,2023-02-06 07:39:00.292012+00:00,45180864868567,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673902964136,T4MBTFITW-SP-Exact-Scale-Single-14-B0BRZ4J8RK-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85283,2023-01-16 21:05:07.601333+00:00,2023-02-06 07:39:00.295193+00:00,181076563799358,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903107453,T4CCAITW-SP-Broad-Research-Single-3-B0BRZ2WQ2Y-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
85308,2023-01-16 21:06:30.256303+00:00,2023-02-06 07:39:00.297730+00:00,256177176556186,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903190124,T4MBSITW-SP-Exact-Scale-Single-14-B0BS1FNS6H-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85318,2023-01-16 21:06:41.544242+00:00,2023-02-06 07:39:00.301367+00:00,104019251679456,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903201403,T4MBSITW-SP-Exact-Scale-Single-24-B0BS1FNS6H-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
87776,2023-01-23 18:00:43.526010+00:00,2023-02-06 07:39:00.422551+00:00,250341904182514,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1674496843388,NTNLTS-SP-Exact-Scale-Single-27-B0BL52NN8M-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
87775,2023-01-23 18:00:42.040035+00:00,2023-02-06 07:39:00.429646+00:00,278535770843626,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1674496841909,NTNLTS-SP-Exact-Scale-Single-26-B0BL52NN8M-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
87783,2023-01-23 18:00:51.444007+00:00,2023-02-06 07:39:00.467428+00:00,193422128998339,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1674496851315,NTNLTS-SP-Exact-Scale-Single-34-B0BL52NN8M-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
87778,2023-01-23 18:00:45.913900+00:00,2023-02-06 07:39:00.475437+00:00,154312153683853,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1674496845783,NTNLTS-SP-Exact-Scale-Single-29-B0BL52NN8M-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
87780,2023-01-23 18:00:48.377713+00:00,2023-02-06 07:39:00.496440+00:00,199424135947027,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1674496848244,NTNLTS-SP-Exact-Scale-Single-31-B0BL52NN8M-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
13012,2022-04-12 20:09:40.700985+00:00,2023-02-06 07:39:00.664545+00:00,101941666370050,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1665295790676,NatioalParks-SP-Exact-Scale-B09W4B6JGK-Paperback,enabled,0,51,manual,50.00,False,True,0.00,Exact-Scale,
13024,2022-04-12 20:09:40.742321+00:00,2023-02-06 07:39:00.696134+00:00,61246464760343,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1659885836712,HTSGWKI-SP-Exact-Scale-B086LD7R2R-Paperback,enabled,51,21,manual,50.00,True,True,0.00,Exact-Scale,
20264,2022-06-10 21:00:32.429271+00:00,2023-02-06 07:38:56.813816+00:00,83726775244245,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1654894842045,T4MBCITW-SP-Exact-Scale-Single-8-B0B2TW9G3V-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
20260,2022-06-10 21:00:22.671393+00:00,2023-02-06 07:38:57.032370+00:00,28031347436399,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1655265643407,T4MBCITW-SP-Exact-Scale-Single-4-B0B2TW9G3V-Paperback,enabled,50,10,manual,20.00,True,True,0.00,Exact-Scale,
