id,created_at,updated_at,keyword_id,keyword_type,campaign_id,ad_group_id,state,keyword_text,match_type,bid,serving_status,last_updated_date_on_amazon
4367423,2022-08-02 00:27:08.482460+00:00,2022-08-02 00:27:08.482464+00:00,40760465482462,Positive,31589,231376993526231,enabled,picture books,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665552312909
4022040,2022-06-15 00:22:29.037376+00:00,2022-06-15 00:22:29.037380+00:00,41025580096343,Positive,14874,186585435543001,enabled,libros de demencia,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694923828
4365033,2022-08-02 00:27:08.423099+00:00,2022-08-02 00:27:08.423104+00:00,41250431018313,Positive,31543,110477330325249,enabled,dementia books for caregivers,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130776653
4293863,2022-07-16 12:58:31.425484+00:00,2022-07-16 12:58:31.425488+00:00,41457654862816,Positive,26324,91423001386501,enabled,activities for alzheimers patients,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694925309
3215038,2022-04-14 02:36:56.821540+00:00,2022-04-14 02:36:56.821544+00:00,41660571953643,Positive,13013,116956804643636,enabled,activities for alzheimers patients,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924117
4366586,2022-08-02 00:27:08.461283+00:00,2022-08-02 00:27:08.461287+00:00,41914149218286,Positive,31525,128827668541527,enabled,dimentia book,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665552313382
6072383,2023-01-16 21:16:32.321216+00:00,2023-01-16 21:16:32.321222+00:00,42189760291240,Positive,85168,174704234187699,enabled,childrens book,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1673902811751
4366607,2022-08-02 00:27:08.461811+00:00,2022-08-02 00:27:08.461815+00:00,42385241337267,Positive,31522,124274961151597,enabled,gifts for elderly in nursing home,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665552313276
6070797,2023-01-16 21:16:32.273615+00:00,2023-01-16 21:16:32.273620+00:00,42718225136108,Positive,85354,266904484414907,enabled,activities for seniors,exact,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903315678
4352933,2022-07-31 00:23:10.556944+00:00,2022-07-31 00:23:10.556948+00:00,43086967890489,Positive,31376,28588686254455,enabled,reading picture books,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130777931
4364218,2022-08-02 00:27:08.403628+00:00,2022-08-02 00:27:08.403631+00:00,43472098970563,Positive,31574,74644976069098,enabled,dementia book,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130777591
3329369,2022-05-16 02:31:12.635959+00:00,2022-05-16 02:31:12.635963+00:00,43683101958601,Positive,14883,82908214502190,enabled,games for seniors with dementia,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694923801
6072390,2023-01-16 21:16:32.321423+00:00,2023-01-16 21:16:32.321428+00:00,44198888828030,Positive,85362,104860252685465,enabled,books seniors,broad,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903339851
3329368,2022-05-16 02:31:12.635936+00:00,2022-05-16 02:31:12.635940+00:00,44287073011869,Positive,14883,82908214502190,enabled,alzheimers stories,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924981
6070821,2023-01-16 21:16:32.274317+00:00,2023-01-16 21:16:32.274322+00:00,44693897296762,Positive,85401,36305354934548,enabled,dementia book,broad,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903449540
6072445,2023-01-16 21:16:32.323054+00:00,2023-01-16 21:16:32.323059+00:00,45808557354116,Positive,85245,203893917502913,enabled,nursing memory book,broad,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903002823
4353018,2022-07-31 00:23:10.559180+00:00,2022-07-31 00:23:10.559184+00:00,45975080319230,Positive,31367,280361919060818,enabled,dementia activities for seniors,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694926204
4368199,2022-08-02 00:27:08.501892+00:00,2022-08-02 00:27:08.501896+00:00,46358394798412,Positive,31541,53591370451914,enabled,picture books,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694923633
5141221,2022-11-21 09:04:11.792718+00:00,2022-11-21 09:04:11.792721+00:00,46511499210043,Positive,56123,33375100184281,enabled,poetry book,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1669709653711
4293873,2022-07-16 12:58:31.425708+00:00,2022-07-16 12:58:31.425712+00:00,47266375406405,Positive,26324,91423001386501,enabled,activities for seniors,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665552313388
4367380,2022-08-02 00:27:08.481402+00:00,2022-08-02 00:27:08.481406+00:00,47285802334535,Positive,31511,191516499015545,enabled,alzheimers stories,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665552313905
4368973,2022-08-02 00:27:08.521107+00:00,2022-08-02 00:27:08.521111+00:00,47612526361435,Positive,31495,124990752218951,enabled,dementia activities for seniors,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1663738129294
5160151,2022-11-23 00:26:27.503322+00:00,2022-11-23 00:26:27.503326+00:00,47659319853458,Positive,58982,187152889457558,enabled,emotional regulation for kids,exact,0.78,TARGETING_CLAUSE_STATUS_LIVE,1671694837060
4022144,2022-06-15 00:22:29.040006+00:00,2022-06-15 00:22:29.040009+00:00,48428664168432,Positive,20272,35944987381519,enabled,gifts for dementia patients,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694925852
4365805,2022-08-02 00:27:08.441460+00:00,2022-08-02 00:27:08.441464+00:00,48498773744391,Positive,31591,57065584648515,enabled,seniors dementia,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1667369995256
6069283,2023-01-16 21:16:32.228250+00:00,2023-01-16 21:16:32.228256+00:00,48587880767075,Positive,85361,9322313329177,enabled,dementia book,broad,0.57,TARGETING_CLAUSE_STATUS_LIVE,1675181059479
4367366,2022-08-02 00:27:08.481063+00:00,2022-08-02 00:27:08.481067+00:00,49649399866169,Positive,31511,191516499015545,enabled,activities for alzheimers patients,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694923631
6071619,2023-01-16 21:16:32.298191+00:00,2023-01-16 21:16:32.298196+00:00,49949796834373,Positive,85268,4291686428869,enabled,activities for alzheimers patients,exact,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903091826
4365029,2022-08-02 00:27:08.423008+00:00,2022-08-02 00:27:08.423011+00:00,50446784714148,Positive,31543,110477330325249,enabled,dementia activities for seniors,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694926041
4022074,2022-06-15 00:22:29.038228+00:00,2022-06-15 00:22:29.038232+00:00,50658597794415,Positive,20319,225168722846453,enabled,ikigai el secreto japones,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694925143
3215938,2022-04-14 02:36:56.843085+00:00,2022-04-14 02:36:56.843089+00:00,50832493762670,Positive,13025,58270958708962,enabled,ikigai book,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694923793
6072442,2023-01-16 21:16:32.322965+00:00,2023-01-16 21:16:32.322971+00:00,50885971062964,Positive,85441,256910851435101,enabled,dementia book,broad,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903559944
5160137,2022-11-23 00:26:27.503008+00:00,2022-11-23 00:26:27.503012+00:00,51960284716957,Positive,58987,104142765913145,enabled,childrens books about emotions,exact,0.78,TARGETING_CLAUSE_STATUS_LIVE,1671694838897
5731634,2022-12-17 21:05:41.932708+00:00,2022-12-17 21:05:41.932714+00:00,52766871387355,Positive,69754,36322509444979,enabled,alzheimers books,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1674535128894
3215055,2022-04-14 02:36:56.821949+00:00,2022-04-14 02:36:56.821953+00:00,52922692118604,Positive,13013,116956804643636,enabled,dementia activities for seniors,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924116
4291547,2022-07-16 12:58:31.369938+00:00,2022-07-16 12:58:31.369942+00:00,53196978454433,Positive,26345,54252625781293,enabled,colorful photos,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665552315194
4365006,2022-08-02 00:27:08.422458+00:00,2022-08-02 00:27:08.422462+00:00,54603339523957,Positive,31573,155799536599442,enabled,dimentia book,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130777585
4293884,2022-07-16 12:58:31.425956+00:00,2022-07-16 12:58:31.425960+00:00,54765937410698,Positive,26367,229781110209384,enabled,reading picture books,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665552315858
5734988,2022-12-17 21:05:42.035840+00:00,2022-12-17 21:05:42.035845+00:00,55372105048567,Positive,69885,231267618263151,enabled,elderly picture book,exact,0.59,TARGETING_CLAUSE_STATUS_LIVE,1672047142029
4022028,2022-06-15 00:22:29.037058+00:00,2022-06-15 00:22:29.037063+00:00,55788328928894,Positive,14874,186585435543001,enabled,actividades para personas mayores,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130777739
4353016,2022-07-31 00:23:10.559127+00:00,2022-07-31 00:23:10.559131+00:00,55892834272296,Positive,31367,280361919060818,enabled,gifts for dementia patients men,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130777916
5731637,2022-12-17 21:05:41.932801+00:00,2022-12-17 21:05:41.932807+00:00,56028678174277,Positive,69826,246916301935640,enabled,dementia activities for seniors,exact,0.59,TARGETING_CLAUSE_STATUS_LIVE,1672047142252
4365031,2022-08-02 00:27:08.423054+00:00,2022-08-02 00:27:08.423058+00:00,56364320647313,Positive,31543,110477330325249,enabled,alzheimers gifts for men,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130776653
5735015,2022-12-17 21:05:42.036630+00:00,2022-12-17 21:05:42.036636+00:00,56806510341394,Positive,69817,221361018301540,enabled,senior dementia,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1674794794975
4022035,2022-06-15 00:22:29.037233+00:00,2022-06-15 00:22:29.037237+00:00,57027160762105,Positive,14874,186585435543001,enabled,libro sobre demencia,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924988
5731639,2022-12-17 21:05:41.932863+00:00,2022-12-17 21:05:41.932868+00:00,57100008064344,Positive,69889,95457451701799,enabled,senior dementia,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1674535216883
4364219,2022-08-02 00:27:08.403651+00:00,2022-08-02 00:27:08.403655+00:00,57230539668433,Positive,31574,74644976069098,enabled,books seniors,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665817025482
4352997,2022-07-31 00:23:10.558637+00:00,2022-07-31 00:23:10.558641+00:00,57412975017981,Positive,31377,274815242335350,enabled,dementia books for caregivers,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130776463
4293078,2022-07-16 12:58:31.406849+00:00,2022-07-16 12:58:31.406853+00:00,57546476546991,Positive,26346,84878008856784,enabled,picture bible,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924121
3215935,2022-04-14 02:36:56.843017+00:00,2022-04-14 02:36:56.843021+00:00,57639725633959,Positive,13024,116572016633373,enabled,kaizen book,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665552313220
6073194,2023-01-16 21:16:32.345462+00:00,2023-01-16 21:16:32.345467+00:00,57760406100463,Positive,85382,111120616182471,enabled,mind games for dementia,exact,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903425612
4364198,2022-08-02 00:27:08.403154+00:00,2022-08-02 00:27:08.403158+00:00,58250049788347,Positive,31542,6454779012454,enabled,colorful photos,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665552315694
4366594,2022-08-02 00:27:08.461477+00:00,2022-08-02 00:27:08.461482+00:00,58356097521523,Positive,31558,159150311012988,enabled,reading picture books,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130777741
4293858,2022-07-16 12:58:31.425372+00:00,2022-07-16 12:58:31.425376+00:00,58813560384795,Positive,26324,91423001386501,enabled,alzheimers stories,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924149
4366585,2022-08-02 00:27:08.461259+00:00,2022-08-02 00:27:08.461262+00:00,59281838880149,Positive,31525,128827668541527,enabled,picture books,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130777941
5734977,2022-12-17 21:05:42.035523+00:00,2022-12-17 21:05:42.035528+00:00,59373467323496,Positive,69769,129033405569637,enabled,alzheimers gifts,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1674535216877
6171828,2023-01-22 00:36:11.270576+00:00,2023-01-22 00:36:11.270581+00:00,59554992653382,Positive,13018,75900493829017,enabled,dementia books for patients,exact,0.67,TARGETING_CLAUSE_STATUS_LIVE,1674285775172
4022143,2022-06-15 00:22:29.039983+00:00,2022-06-15 00:22:29.039986+00:00,59719964286251,Positive,20312,110375965432212,enabled,the spirit of kaizen,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130776620
6070814,2023-01-16 21:16:32.274114+00:00,2023-01-16 21:16:32.274119+00:00,60127092811402,Positive,85228,111984272330322,enabled,activities for alzheimers patients,exact,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673902977503
4291533,2022-07-16 12:58:31.369587+00:00,2022-07-16 12:58:31.369591+00:00,60477353626261,Positive,26357,74072123893935,enabled,alzheimers gifts for men,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130777599
5160148,2022-11-23 00:26:27.503255+00:00,2022-11-23 00:26:27.503259+00:00,60847646548145,Positive,58984,19248424172300,enabled,children social skills,exact,0.78,TARGETING_CLAUSE_STATUS_LIVE,1671694835912
4365000,2022-08-02 00:27:08.422322+00:00,2022-08-02 00:27:08.422326+00:00,60975125581729,Positive,31559,245157549592940,enabled,alzheimers stories,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130777746
6073200,2023-01-16 21:16:32.345641+00:00,2023-01-16 21:16:32.345646+00:00,61165131127560,Positive,85321,214391649336851,enabled,dementia book,broad,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903228968
5160147,2022-11-23 00:26:27.503233+00:00,2022-11-23 00:26:27.503236+00:00,62516485220699,Positive,58986,249649599911437,enabled,kids books about emotions,exact,0.78,TARGETING_CLAUSE_STATUS_LIVE,1671694835917
4367373,2022-08-02 00:27:08.481233+00:00,2022-08-02 00:27:08.481237+00:00,62633240710563,Positive,31511,191516499015545,enabled,gifts for dementia patients men,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130777582
3215958,2022-04-14 02:36:56.843534+00:00,2022-04-14 02:36:56.843538+00:00,62698775043068,Positive,13025,58270958708962,enabled,hygee books,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665552315032
4293908,2022-07-16 12:58:31.426515+00:00,2022-07-16 12:58:31.426518+00:00,62940051888204,Positive,26368,133521752510699,enabled,activities for seniors,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665552312912
4367387,2022-08-02 00:27:08.481571+00:00,2022-08-02 00:27:08.481575+00:00,63243272711588,Positive,31510,159783390522064,enabled,colorful photos,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665552315703
6070811,2023-01-16 21:16:32.274027+00:00,2023-01-16 21:16:32.274032+00:00,63801262336583,Positive,85216,243017102861832,enabled,alzheimers activities,exact,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673902977471
3215089,2022-04-14 02:36:56.822755+00:00,2022-04-14 02:36:56.822759+00:00,64177617358712,Positive,13007,236347869197919,enabled,activities for seniors,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694926021
4291566,2022-07-16 12:58:31.370402+00:00,2022-07-16 12:58:31.370405+00:00,64385883273653,Positive,26355,69853595904921,enabled,picture books,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924124
6171817,2023-01-22 00:36:11.270257+00:00,2023-01-22 00:36:11.270262+00:00,64847136549924,Positive,31541,53591370451914,enabled,picture books for seniors,exact,0.67,TARGETING_CLAUSE_STATUS_LIVE,1674285775149
5735035,2022-12-17 21:05:42.037243+00:00,2022-12-17 21:05:42.037248+00:00,64879849868393,Positive,69865,280575340360625,enabled,senior dementia,broad,0.91,TARGETING_CLAUSE_STATUS_LIVE,1675181059309
5140205,2022-11-21 09:04:11.769993+00:00,2022-11-21 09:04:11.769996+00:00,65071095777982,Positive,56134,144860598309505,enabled,love poetry books,exact,0.17,TARGETING_CLAUSE_STATUS_LIVE,1671694833622
3215130,2022-04-14 02:36:56.823754+00:00,2022-04-14 02:36:56.823761+00:00,65147943977647,Positive,13019,65188858190233,enabled,reading picture books,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130778830
5140201,2022-11-21 09:04:11.769906+00:00,2022-11-21 09:04:11.769909+00:00,65577828869297,Positive,56139,111419468664158,enabled,modern love book,exact,0.17,TARGETING_CLAUSE_STATUS_LIVE,1671694836269
4291557,2022-07-16 12:58:31.370191+00:00,2022-07-16 12:58:31.370195+00:00,65610453026560,Positive,26334,156758338784069,enabled,colorful photos,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665552314859
4022089,2022-06-15 00:22:29.038612+00:00,2022-06-15 00:22:29.038619+00:00,66781366213714,Positive,20281,29390689709815,enabled,activities for dementia patients,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924130
4352923,2022-07-31 00:23:10.556657+00:00,2022-07-31 00:23:10.556662+00:00,67503654824167,Positive,31386,279915131462939,enabled,reading picture books,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694923797
4367372,2022-08-02 00:27:08.481208+00:00,2022-08-02 00:27:08.481212+00:00,67655703086834,Positive,31511,191516499015545,enabled,games for seniors with dementia,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924815
5160142,2022-11-23 00:26:27.503120+00:00,2022-11-23 00:26:27.503124+00:00,68267133141151,Positive,58997,7275024673813,enabled,behavior books for toddlers,exact,0.78,TARGETING_CLAUSE_STATUS_LIVE,1671694839076
3215060,2022-04-14 02:36:56.822065+00:00,2022-04-14 02:36:56.822068+00:00,69182813448957,Positive,13013,116956804643636,enabled,alzheimer's products,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924121
3789490,2022-05-25 02:36:27.729404+00:00,2022-05-25 02:36:27.729408+00:00,69290772198812,Positive,17406,138808908844221,enabled,alzheimers activities for adults,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665552316607
6171834,2023-01-22 00:36:11.270748+00:00,2023-01-22 00:36:11.270770+00:00,69801148770021,Positive,26344,159234040552137,enabled,books dementia,exact,0.67,TARGETING_CLAUSE_STATUS_LIVE,1674285775138
4022153,2022-06-15 00:22:29.040211+00:00,2022-06-15 00:22:29.040215+00:00,69809064703037,Positive,20328,48863835850628,enabled,un pequeño paso puede cambiar tu vida,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694925149
4367404,2022-08-02 00:27:08.481997+00:00,2022-08-02 00:27:08.482003+00:00,69851294240443,Positive,31575,204377733126935,enabled,bird photography book,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130777579
5140198,2022-11-21 09:04:11.769839+00:00,2022-11-21 09:04:11.769843+00:00,70021103681277,Positive,56125,177211282525078,enabled,pillow thoughts book,exact,0.17,TARGETING_CLAUSE_STATUS_LIVE,1671694833343
4293907,2022-07-16 12:58:31.426492+00:00,2022-07-16 12:58:31.426496+00:00,71140114359964,Positive,26368,133521752510699,enabled,seniors dementia,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924818
6171806,2023-01-22 00:36:11.269937+00:00,2023-01-22 00:36:11.269942+00:00,72331064572415,Positive,13006,102465080229824,enabled,picture book for alzheimers,exact,0.67,TARGETING_CLAUSE_STATUS_LIVE,1674285775148
6069279,2023-01-16 21:16:32.228135+00:00,2023-01-16 21:16:32.228140+00:00,72696784242343,Positive,85295,49345934169591,enabled,dementia activities for seniors,exact,0.65,TARGETING_CLAUSE_STATUS_LIVE,1675181059321
6071612,2023-01-16 21:16:32.297983+00:00,2023-01-16 21:16:32.297988+00:00,73197150105716,Positive,85392,266604742105477,enabled,games for seniors with dementia,exact,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903425609
4343897,2022-07-30 00:23:12.034904+00:00,2022-07-30 00:23:12.034908+00:00,73287265963609,Positive,31349,151480684706460,enabled,kaizen,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924821
3329377,2022-05-16 02:31:12.636137+00:00,2022-05-16 02:31:12.636140+00:00,73473635619077,Positive,14883,82908214502190,enabled,dementia books for caregivers,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130776466
6070864,2023-01-16 21:16:32.275620+00:00,2023-01-16 21:16:32.275625+00:00,74647830842952,Positive,85406,36577528027690,enabled,dementia and alzheimers,broad,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903449546
4293881,2022-07-16 12:58:31.425888+00:00,2022-07-16 12:58:31.425892+00:00,74769663329182,Positive,26367,229781110209384,enabled,dementia book,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694926173
3789484,2022-05-25 02:36:27.729263+00:00,2022-05-25 02:36:27.729268+00:00,75763612028472,Positive,17406,138808908844221,enabled,book about dementia,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694923972
6069278,2023-01-16 21:16:32.228105+00:00,2023-01-16 21:16:32.228111+00:00,76432460457591,Positive,85324,77150688028089,enabled,colorful photos,broad,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903228958
4367384,2022-08-02 00:27:08.481499+00:00,2022-08-02 00:27:08.481503+00:00,76739938229032,Positive,31510,159783390522064,enabled,dementia book,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924814
4367405,2022-08-02 00:27:08.482024+00:00,2022-08-02 00:27:08.482028+00:00,76764857778710,Positive,31575,204377733126935,enabled,activities for alzheimers patients,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130779348
3215116,2022-04-14 02:36:56.823383+00:00,2022-04-14 02:36:56.823387+00:00,77313987083069,Positive,13019,65188858190233,enabled,dementia board,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694923794
6073198,2023-01-16 21:16:32.345582+00:00,2023-01-16 21:16:32.345588+00:00,77413632195416,Positive,85438,39843867061954,enabled,dementia books for caregivers,exact,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903535728
4364193,2022-08-02 00:27:08.403037+00:00,2022-08-02 00:27:08.403041+00:00,77610446820016,Positive,31521,15354262233160,enabled,alzheimers activities,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924981
3330216,2022-05-16 02:31:12.655446+00:00,2022-05-16 02:31:12.655450+00:00,77920349399522,Positive,14874,186585435543001,enabled,books seniors,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694926034
5160144,2022-11-23 00:26:27.503165+00:00,2022-11-23 00:26:27.503169+00:00,78152150206389,Positive,58994,241220998358915,enabled,toddler books on emotions,exact,0.78,TARGETING_CLAUSE_STATUS_LIVE,1671694836079
4022084,2022-06-15 00:22:29.038472+00:00,2022-06-15 00:22:29.038476+00:00,78161300906949,Positive,20264,151443050738275,enabled,activities for patients with dementia,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694923641
6072426,2023-01-16 21:16:32.322483+00:00,2023-01-16 21:16:32.322488+00:00,78411303343303,Positive,85232,279305783630848,enabled,games for seniors with dementia,exact,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673902977690
4364217,2022-08-02 00:27:08.403604+00:00,2022-08-02 00:27:08.403608+00:00,78564745393140,Positive,31506,118906178876392,enabled,gifts for elderly in nursing home,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694926320
6070801,2023-01-16 21:16:32.273735+00:00,2023-01-16 21:16:32.273740+00:00,79526700532287,Positive,85403,128697501952365,enabled,paintings by renoir,broad,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903449557
3215963,2022-04-14 02:36:56.843663+00:00,2022-04-14 02:36:56.843668+00:00,79556442314220,Positive,13025,58270958708962,enabled,kaizen planner,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694923794
4352985,2022-07-31 00:23:10.558304+00:00,2022-07-31 00:23:10.558308+00:00,79981813016751,Positive,31377,274815242335350,enabled,picture bible,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924815
3330214,2022-05-16 02:31:12.655401+00:00,2022-05-16 02:31:12.655404+00:00,80079160863319,Positive,14874,186585435543001,enabled,dementia activities for seniors,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665551734107
5140203,2022-11-21 09:04:11.769949+00:00,2022-11-21 09:04:11.769952+00:00,80306106440957,Positive,56144,55560821638870,enabled,a poem for every night of the year,exact,0.17,TARGETING_CLAUSE_STATUS_LIVE,1671694839047
4352927,2022-07-31 00:23:10.556778+00:00,2022-07-31 00:23:10.556782+00:00,80667324670722,Positive,31376,28588686254455,enabled,books seniors,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694925320
6072433,2023-01-16 21:16:32.322687+00:00,2023-01-16 21:16:32.322692+00:00,80920822718739,Positive,85446,22770653336395,enabled,dementia and alzheimers,broad,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903559942
6069263,2023-01-16 21:16:32.227658+00:00,2023-01-16 21:16:32.227663+00:00,81105561087265,Positive,85415,207265734211714,enabled,dementia activities for seniors,exact,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903535716
4293077,2022-07-16 12:58:31.406827+00:00,2022-07-16 12:58:31.406830+00:00,81208878551519,Positive,26346,84878008856784,enabled,bird photography book,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665552314200
3215065,2022-04-14 02:36:56.822181+00:00,2022-04-14 02:36:56.822185+00:00,81350287656084,Positive,13013,116956804643636,enabled,picture books about dogs,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130779657
4293076,2022-07-16 12:58:31.406804+00:00,2022-07-16 12:58:31.406808+00:00,81362813477263,Positive,26346,84878008856784,enabled,gifts for dementia patients men,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130779675
5733303,2022-12-17 21:05:41.984502+00:00,2022-12-17 21:05:41.984508+00:00,82184737158281,Positive,69867,103602592883482,enabled,elderly dementia,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1673256381446
4022085,2022-06-15 00:22:29.038496+00:00,2022-06-15 00:22:29.038500+00:00,82524727091495,Positive,20292,238108053670727,enabled,gifts for dementia patients,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665817026047
5734976,2022-12-17 21:05:42.035494+00:00,2022-12-17 21:05:42.035499+00:00,83242516967196,Positive,69868,192219889395460,enabled,alzheimers gifts,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1674535216878
6071632,2023-01-16 21:16:32.298569+00:00,2023-01-16 21:16:32.298574+00:00,83253487969725,Positive,85428,164561758147067,enabled,activities for alzheimers patients,exact,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903535719
4293905,2022-07-16 12:58:31.426448+00:00,2022-07-16 12:58:31.426451+00:00,83380180490357,Positive,26368,133521752510699,enabled,dementia books for caregivers,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1666419187334
3215965,2022-04-14 02:36:56.843710+00:00,2022-04-14 02:36:56.843714+00:00,83676858100738,Positive,13025,58270958708962,enabled,kaizen method,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694925852
4022134,2022-06-15 00:22:29.039762+00:00,2022-06-15 00:22:29.039766+00:00,83957644416152,Positive,20307,102678560573145,enabled,happiness book,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924004
